name,duid,bus_name,area,energy_rating,energy,bus_index,charge_efficiency,year_added,datetime
WDBESS1,WDBESS1,bus_3605,11,5.1,3.5,1261,0.9,2025,2025-12-01
MREHA2,MREHA2,bus_2208,6,4.0,2.0,1532,0.9,2025,2025-12-01
KESSB1,KESSB1,bus_2145,6,3.7,1.85,1894,0.9,2025,2025-12-01
HPR1,HPR1,bus_4133,13,1.783,0.8,800,0.9,2025,2025-12-01
RANGEB1,RANGEB1,bus_2121,7,5.0,2.5,310,0.9,2025,2025-12-01
BLYTHB1,BLYTHB1,bus_4137,13,4.0,1.0,404,0.9,2025,2025-12-01
VBB1,VBB1,bus_2108,6,5.0,2.5,1109,0.9,2025,2025-12-01
Coordinated_CER_storage_4,Coordinated CER storage,bus_5116,15,0.22332048,0.22332048,1366,0.9,2025,2025-12-01
MREHA1,MREHA1,bus_2208,6,4.0,2.0,1532,0.9,2025,2025-12-01
Shallow_storage_3,Shallow storage,bus_3039,9,29.4212,29.4212,1843,0.9,2025,2025-12-01
HVWWBA1,HVWWBA1,bus_4094,13,0.0882,0.035,1171,0.9,2025,2025-12-01
Shallow_storage_4,Shallow storage,bus_2109,6,41.1578138941,41.1578138941,803,0.9,2025,2025-12-01
HBESS1,HBESS1,bus_2127,6,1.5,1.5,1396,0.9,2025,2025-12-01
MANNUMB1,MANNUMB1,bus_4114,13,2.0,1.0,261,0.9,2025,2025-12-01
LVES1,LVES1,bus_2164,6,2.0,1.0,1883,0.9,2025,2025-12-01
WALGRV1,WALGRV1,bus_1550,2,0.75,0.5,593,0.9,2025,2025-12-01
ADPBA1,ADPBA1,bus_4107,13,0.126,0.05,1551,0.9,2025,2025-12-01
BOWWBA1,BOWWBA1,bus_4112,13,0.0504,0.01,402,0.9,2025,2025-12-01
Coordinated_CER_storage_5,Coordinated CER storage,bus_2111,6,7.0428656,7.0428656,1591,0.9,2025,2025-12-01
BUNGAMB1,BUNGAMB1,bus_4117,13,3.0,1.0,280,0.9,2025,2025-12-01
GREENB1,GREENB1,bus_3568,11,4.0,3.0,636,0.9,2025,2025-12-01
LBB1,LBB1,bus_4109,13,0.52,0.2,1778,0.9,2025,2025-12-01
BRNDBES1,BRNDBES1,bus_3498,9,4.1,3.0,1505,0.9,2025,2025-12-01
WANDB1,WANDB1,bus_3582,11,1.5,1.5,1084,0.9,2025,2025-12-01
ULPBESS1,ULPBESS1,bus_3546,11,2.98,2.0,1429,0.9,2025,2025-12-01
Passive_CER_storage_4,Passive CER storage,bus_1189,2,14.014731763400002,14.014731763400002,170,0.9,2025,2025-12-01
WTAHB1,WTAHB1,bus_1550,2,16.8,8.0,593,0.9,2025,2025-12-01
Passive_CER_storage_5,Passive CER storage,bus_3534,11,8.06067363775,8.06067363775,1903,0.9,2025,2025-12-01
WDBESS2,WDBESS2,bus_3605,11,5.1,3.5,1261,0.9,2025,2025-12-01
DALNTH1,DALNTH1,bus_4143,13,0.9,0.5,393,0.9,2025,2025-12-01
ERBO1,ERBO1,bus_1090,2,21.03,10.0,1632,0.9,2025,2025-12-01
GANNB1,GANNB1,bus_2082,5,1.0,0.5,1293,0.9,2025,2025-12-01
Medium_storage_4,Medium storage,bus_1120,2,109.5860040028,109.5860040028,1427,0.9,2026,2026-12-01
Medium_storage_5,Medium storage,bus_3568,11,77.00000377,77.00000377,636,0.9,2026,2026-12-01
Coordinated_CER_storage_6,Coordinated CER storage,bus_4226,14,4.929442399799999,4.929442399799999,270,0.9,2026,2026-12-01
Passive_CER_storage_6,Passive CER storage,bus_4257,14,6.476101579600001,6.476101579600001,649,0.9,2026,2026-12-01
Coordinated_CER_storage_7,Coordinated CER storage,bus_2111,6,10.137945,10.137945,1591,0.9,2026,2026-12-01
Medium_storage_6,Medium storage,bus_5168,15,8.328e-07,8.328e-07,1517,0.9,2026,2026-12-01
Medium_storage_7,Medium storage,bus_4137,13,4.098000000000001e-06,4.098000000000001e-06,404,0.9,2026,2026-12-01
Coordinated_CER_storage_8,Coordinated CER storage,bus_5116,15,0.3603956,0.3603956,1366,0.9,2026,2026-12-01
Shallow_storage_5,Shallow storage,bus_2109,6,60.1387999993,60.1387999993,803,0.9,2026,2026-12-01
Shallow_storage_6,Shallow storage,bus_1240,2,37.6018566557,37.6018566557,733,0.9,2026,2026-12-01
Passive_CER_storage_7,Passive CER storage,bus_1189,2,16.633038041000002,16.633038041000002,170,0.9,2026,2026-12-01
Passive_CER_storage_8,Passive CER storage,bus_2214,6,13.37089559,13.37089559,1269,0.9,2026,2026-12-01
Passive_CER_storage_9,Passive CER storage,bus_5100,15,1.18456153,1.18456153,154,0.9,2026,2026-12-01
Medium_storage_8,Medium storage,bus_2146,6,14.0000012348,14.0000012348,614,0.9,2026,2026-12-01
Coordinated_CER_storage_9,Coordinated CER storage,bus_3633,11,8.606469991200001,8.606469991200001,1389,0.9,2026,2026-12-01
Passive_CER_storage_10,Passive CER storage,bus_3534,11,9.81787565122,9.81787565122,1903,0.9,2026,2026-12-01
Coordinated_CER_storage_10,Coordinated CER storage,bus_1289,3,14.7085999994,14.7085999994,1367,0.9,2026,2026-12-01
Shallow_storage_7,Shallow storage,bus_3039,9,32.4212,32.4212,1843,0.9,2026,2026-12-01
Passive_CER_storage_11,Passive CER storage,bus_2214,6,14.78692677,14.78692677,1269,0.9,2027,2027-12-01
Coordinated_CER_storage_11,Coordinated CER storage,bus_4226,14,6.264856599399999,6.264856599399999,270,0.9,2027,2027-12-01
Snowy_2.0,Snowy 2.0,bus_1118,4,3498.0000000318,3498.0000000318,1719,0.9,2027,2027-12-01
Shallow_storage_8,Shallow storage,bus_4125,13,15.9942,15.9942,809,0.9,2027,2027-12-01
Passive_CER_storage_12,Passive CER storage,bus_4257,14,7.288489694399999,7.288489694399999,649,0.9,2027,2027-12-01
Shallow_storage_9,Shallow storage,bus_2109,6,59.9957999993,59.9957999993,803,0.9,2027,2027-12-01
Passive_CER_storage_13,Passive CER storage,bus_1189,2,18.538442209000003,18.538442209000003,170,0.9,2027,2027-12-01
Medium_storage_9,Medium storage,bus_4137,13,5.216e-06,5.216e-06,404,0.9,2027,2027-12-01
Medium_storage_10,Medium storage,bus_5168,15,1.0388e-06,1.0388e-06,1517,0.9,2027,2027-12-01
Medium_storage_11,Medium storage,bus_2146,6,14.0000016472,14.0000016472,614,0.9,2027,2027-12-01
Medium_storage_12,Medium storage,bus_1120,2,109.5860077208,109.5860077208,1427,0.9,2027,2027-12-01
Coordinated_CER_storage_12,Coordinated CER storage,bus_1289,3,20.1603359994,20.1603359994,1367,0.9,2027,2027-12-01
Coordinated_CER_storage_13,Coordinated CER storage,bus_2111,6,13.4120752,13.4120752,1591,0.9,2027,2027-12-01
Passive_CER_storage_14,Passive CER storage,bus_3534,11,11.300680713509998,11.300680713509998,1903,0.9,2027,2027-12-01
Coordinated_CER_storage_14,Coordinated CER storage,bus_5116,15,0.5392376,0.5392376,1366,0.9,2027,2027-12-01
Passive_CER_storage_15,Passive CER storage,bus_5100,15,1.375000533,1.375000533,154,0.9,2027,2027-12-01
Coordinated_CER_storage_15,Coordinated CER storage,bus_3633,11,12.0323959996,12.0323959996,1389,0.9,2027,2027-12-01
Shallow_storage_10,Shallow storage,bus_1240,2,52.2994032785,52.2994032785,733,0.9,2027,2027-12-01
Medium_storage_13,Medium storage,bus_3568,11,77.00000496160001,77.00000496160001,636,0.9,2027,2027-12-01
Passive_CER_storage_16,Passive CER storage,bus_2214,6,16.76288795,16.76288795,1269,0.9,2028,2028-12-01
Coordinated_CER_storage_16,Coordinated CER storage,bus_4226,14,8.516847599,8.516847599,270,0.9,2028,2028-12-01
Passive_CER_storage_17,Passive CER storage,bus_4257,14,8.471807479599999,8.471807479599999,649,0.9,2028,2028-12-01
Shallow_storage_11,Shallow storage,bus_2109,6,59.899799999300015,59.899799999300015,803,0.9,2028,2028-12-01
Passive_CER_storage_18,Passive CER storage,bus_1189,2,21.141239063,21.141239063,170,0.9,2028,2028-12-01
Medium_storage_14,Medium storage,bus_4137,13,1.9269600000000003e-05,1.9269600000000003e-05,404,0.9,2028,2028-12-01
Medium_storage_15,Medium storage,bus_5168,15,1.9952e-06,1.9952e-06,1517,0.9,2028,2028-12-01
Medium_storage_16,Medium storage,bus_2146,6,14.000004095199998,14.000004095199998,614,0.9,2028,2028-12-01
Medium_storage_17,Medium storage,bus_1120,2,225.2668013648,225.2668013648,1427,0.9,2028,2028-12-01
Coordinated_CER_storage_17,Coordinated CER storage,bus_1289,3,28.8704160004,28.8704160004,1367,0.9,2028,2028-12-01
Coordinated_CER_storage_18,Coordinated CER storage,bus_2111,6,18.624702,18.624702,1591,0.9,2028,2028-12-01
Passive_CER_storage_19,Passive CER storage,bus_3534,11,13.5451354411,13.5451354411,1903,0.9,2028,2028-12-01
Coordinated_CER_storage_19,Coordinated CER storage,bus_5116,15,0.8278409999999999,0.8278409999999999,1366,0.9,2028,2028-12-01
Passive_CER_storage_20,Passive CER storage,bus_5100,15,1.662229273,1.662229273,154,0.9,2028,2028-12-01
Coordinated_CER_storage_20,Coordinated CER storage,bus_3633,11,18.0379420006,18.0379420006,1389,0.9,2028,2028-12-01
Shallow_storage_12,Shallow storage,bus_1240,2,53.20729185550001,53.20729185550001,733,0.9,2028,2028-12-01
Medium_storage_18,Medium storage,bus_3568,11,77.0000263684,77.0000263684,636,0.9,2028,2028-12-01
Shallow_storage_13,Shallow storage,bus_4125,13,15.795799999999996,15.795799999999996,809,0.9,2029,2029-12-01
Passive_CER_storage_21,Passive CER storage,bus_4257,14,9.4615228844,9.4615228844,649,0.9,2029,2029-12-01
Coordinated_CER_storage_21,Coordinated CER storage,bus_4226,14,11.0857846939,11.0857846939,270,0.9,2029,2029-12-01
Passive_CER_storage_22,Passive CER storage,bus_5100,15,1.932702954,1.932702954,154,0.9,2029,2029-12-01
Coordinated_CER_storage_22,Coordinated CER storage,bus_1289,3,39.007057522,39.007057522,1367,0.9,2029,2029-12-01
Deep_storage_2,Deep storage,bus_4112,13,1.8744e-06,1.8744e-06,402,0.9,2029,2029-12-01
Passive_CER_storage_23,Passive CER storage,bus_1189,2,24.147184948,24.147184948,170,0.9,2029,2029-12-01
Coordinated_CER_storage_23,Coordinated CER storage,bus_5116,15,1.17184911745,1.17184911745,1366,0.9,2029,2029-12-01
Deep_storage_3,Deep storage,bus_1119,2,302.7100071352,302.7100071352,1910,0.9,2029,2029-12-01
Passive_CER_storage_24,Passive CER storage,bus_3534,11,16.000446395,16.000446395,1903,0.9,2029,2029-12-01
Medium_storage_19,Medium storage,bus_3568,11,77.0000266044,77.0000266044,636,0.9,2029,2029-12-01
Shallow_storage_14,Shallow storage,bus_1240,2,65.7385318555,65.7385318555,733,0.9,2029,2029-12-01
Deep_storage_4,Deep storage,bus_2208,6,5.671199999999999e-06,5.671199999999999e-06,1532,0.9,2029,2029-12-01
Deep_storage_5,Deep storage,bus_1445,2,14.3635670472,14.3635670472,955,0.9,2029,2029-12-01
Deep_storage_6,Deep storage,bus_5169,15,4.42632e-05,4.42632e-05,702,0.9,2029,2029-12-01
Coordinated_CER_storage_24,Coordinated CER storage,bus_2111,6,25.4268833826,25.4268833826,1591,0.9,2029,2029-12-01
Coordinated_CER_storage_25,Coordinated CER storage,bus_3633,11,25.02287975205,25.02287975205,1389,0.9,2029,2029-12-01
Passive_CER_storage_25,Passive CER storage,bus_2214,6,19.07490639,19.07490639,1269,0.9,2029,2029-12-01
Medium_storage_20,Medium storage,bus_1120,2,223.6660013648,223.6660013648,1427,0.9,2029,2029-12-01
Shallow_storage_15,Shallow storage,bus_2109,6,60.03879999930001,60.03879999930001,803,0.9,2029,2029-12-01
Passive_CER_storage_26,Passive CER storage,bus_3534,11,18.1224956929,18.1224956929,1903,0.9,2030,2030-12-01
Medium_storage_21,Medium storage,bus_2146,6,14.000004182399998,14.000004182399998,614,0.9,2030,2030-12-01
Passive_CER_storage_27,Passive CER storage,bus_4257,14,10.2816401674,10.2816401674,649,0.9,2030,2030-12-01
Medium_storage_22,Medium storage,bus_4137,13,1.95968e-05,1.95968e-05,404,0.9,2030,2030-12-01
Coordinated_CER_storage_26,Coordinated CER storage,bus_4226,14,13.9213928712,13.9213928712,270,0.9,2030,2030-12-01
Passive_CER_storage_28,Passive CER storage,bus_5100,15,2.169629358,2.169629358,154,0.9,2030,2030-12-01
Coordinated_CER_storage_27,Coordinated CER storage,bus_1289,3,50.6222559,50.6222559,1367,0.9,2030,2030-12-01
Passive_CER_storage_29,Passive CER storage,bus_1189,2,26.767795713,26.767795713,170,0.9,2030,2030-12-01
Coordinated_CER_storage_28,Coordinated CER storage,bus_5116,15,1.6067945559000003,1.6067945559000003,1366,0.9,2030,2030-12-01
Deep_storage_7,Deep storage,bus_1119,2,302.71000768,302.71000768,1910,0.9,2030,2030-12-01
Medium_storage_23,Medium storage,bus_3568,11,77.00002723200001,77.00002723200001,636,0.9,2030,2030-12-01
Coordinated_CER_storage_29,Coordinated CER storage,bus_3633,11,32.87534315995,32.87534315995,1389,0.9,2030,2030-12-01
Shallow_storage_16,Shallow storage,bus_1240,2,67.2098518555,67.2098518555,733,0.9,2030,2030-12-01
Deep_storage_8,Deep storage,bus_2208,6,6.288e-06,6.288e-06,1532,0.9,2030,2030-12-01
Borumba,Borumba,bus_3174,9,479.52,479.52,1374,0.9,2030,2030-12-01
Deep_storage_9,Deep storage,bus_5169,15,4.7786e-05,4.7786e-05,702,0.9,2030,2030-12-01
Medium_storage_24,Medium storage,bus_5168,15,2.0968e-06,2.0968e-06,1517,0.9,2030,2030-12-01
Coordinated_CER_storage_30,Coordinated CER storage,bus_2111,6,33.4900748028,33.4900748028,1591,0.9,2030,2030-12-01
Passive_CER_storage_30,Passive CER storage,bus_2214,6,21.16808767,21.16808767,1269,0.9,2030,2030-12-01
Medium_storage_25,Medium storage,bus_1120,2,225.26680188199995,225.26680188199995,1427,0.9,2030,2030-12-01
